aqi,pm25,pm10,noise_db,temperature,humidity,weather_condition,distance_km,place_category,place_rating,time_of_day,day_of_week,user_mood,preferred_category,max_distance,user_previous_rating,suitability_score
56,29.6,55.2,45,23.4,73,Cloudy,1.3,Parks,4.1,18,6,Study,All,15.0,0.0,79
118,73.3,154.3,59,33.0,70,Mist/Fog,6.7,Cafes,4.2,14,6,Fresh Air,Lakes,20.0,4.8,48
137,79.8,137.9,52,24.9,43,Partly Cloudy,5.1,Cafes,3.8,17,5,Exercise,Fitness,5.0,4.2,52
169,88.8,142.8,46,22.9,58,Mist/Fog,0.5,Cafes,3.9,7,5,Relax,Lakes,10.0,0.0,43
41,25.4,52.1,40,24.7,65,Clear,4.7,Meditation,4.8,10,1,Quiet Time,Cafes,8.0,0.0,85
22,9.3,17.9,51,29.8,71,Partly Cloudy,1.7,Parks,4.8,11,5,Relax,Cafes,10.0,0.0,99
158,89.7,147.0,63,20.7,48,Thunderstorm,1.0,Fitness,3.9,12,6,Exercise,Cafes,5.0,0.0,35
172,82.2,159.2,36,28.2,69,Rainy,3.2,Lakes,3.6,8,2,Quiet Time,Meditation,15.0,0.0,30
48,24.7,52.5,50,33.1,67,Cloudy,8.4,Parks,4.6,10,3,Meditate,Fitness,8.0,4.4,57
38,23.1,40.7,37,22.7,56,Cloudy,0.6,Lakes,4.4,17,7,Study,Parks,10.0,0.0,87
27,14.6,32.1,41,32.6,74,Mist/Fog,1.1,Lakes,4.3,14,1,Relax,Fitness,20.0,0.0,99
21,9.0,18.0,37,26.4,51,Partly Cloudy,3.2,Lakes,4.9,16,6,Study,Parks,20.0,3.7,97
134,57.0,122.4,32,27.8,72,Rainy,2.3,Libraries,4.2,19,6,Study,Lakes,20.0,4.7,82
128,66.6,122.6,42,31.7,80,Partly Cloudy,2.8,Cafes,4.1,14,5,Quiet Time,Lakes,15.0,0.0,69
172,77.3,168.8,55,29.9,74,Partly Cloudy,0.5,Cafes,4.0,10,7,Fresh Air,Meditation,5.0,3.8,32
69,42.8,76.2,29,33.4,56,Partly Cloudy,4.8,Libraries,4.5,17,1,Relax,Meditation,8.0,0.0,69
77,39.9,72.8,55,31.7,39,Partly Cloudy,0.8,Fitness,4.1,16,3,Exercise,Meditation,8.0,0.0,89
101,42.2,79.9,62,18.5,79,Thunderstorm,1.0,Fitness,4.1,16,5,Exercise,Libraries,8.0,0.0,50
28,12.7,23.6,40,21.2,42,Mist/Fog,1.6,Parks,3.6,19,2,Quiet Time,Parks,15.0,4.4,99
50,21.3,45.1,48,20.9,41,Clear,2.8,Parks,3.5,18,4,Exercise,Fitness,15.0,0.0,99
154,96.6,183.7,62,24.0,61,Mist/Fog,1.9,Fitness,5.0,18,7,Relax,Libraries,8.0,0.0,38
141,65.5,125.0,45,25.8,58,Rainy,0.4,Lakes,4.2,7,5,Relax,Lakes,15.0,0.0,60
84,39.8,73.6,50,29.4,64,Cloudy,1.8,Cafes,4.3,18,2,Relax,Libraries,5.0,4.1,68
39,18.3,40.0,46,34.5,80,Partly Cloudy,9.7,Lakes,4.4,7,1,Quiet Time,Parks,20.0,3.1,80
60,37.9,77.7,41,21.3,72,Clear,4.8,Parks,4.8,19,1,Exercise,Libraries,5.0,0.0,99
44,26.3,53.0,28,26.5,73,Thunderstorm,2.3,Meditation,3.9,7,5,Study,Lakes,8.0,3.4,87
25,11.7,22.9,51,19.7,46,Cloudy,4.6,Lakes,3.6,15,6,Relax,Fitness,8.0,0.0,83
132,63.6,116.6,42,24.2,50,Clear,6.4,Libraries,4.2,21,2,Fresh Air,Cafes,8.0,0.0,55
160,102.7,203.2,36,19.5,72,Cloudy,2.9,Libraries,3.9,16,4,Relax,Meditation,10.0,0.0,43
48,26.0,48.1,47,28.0,59,Cloudy,1.2,Parks,3.7,9,1,Meditate,Libraries,20.0,3.4,62
35,15.9,34.0,39,29.3,68,Cloudy,4.4,Lakes,4.3,18,2,Quiet Time,Cafes,10.0,0.0,98
157,80.4,173.2,30,18.1,76,Cloudy,5.3,Libraries,4.5,9,4,Exercise,Lakes,8.0,0.0,55
26,14.4,31.7,44,25.4,36,Mist/Fog,3.6,Lakes,4.4,21,6,Quiet Time,All,8.0,3.7,99
135,72.6,153.8,64,26.2,71,Partly Cloudy,1.3,Fitness,4.9,12,3,Fresh Air,Fitness,15.0,3.1,57
128,82.9,172.3,43,29.5,75,Thunderstorm,6.7,Libraries,3.9,8,1,Meditate,Meditation,8.0,0.0,60
162,105.1,222.5,46,35.2,79,Rainy,3.0,Fitness,4.5,6,4,Quiet Time,Cafes,20.0,0.0,13
55,27.5,59.3,38,25.7,41,Rainy,0.9,Libraries,4.6,9,6,Quiet Time,Fitness,10.0,3.8,99
153,69.2,114.8,53,26.2,70,Clear,5.2,Cafes,4.0,20,3,Meditate,Parks,10.0,0.0,24
43,17.5,37.2,37,23.2,82,Mist/Fog,0.9,Meditation,4.2,20,6,Relax,Fitness,10.0,4.5,92
128,78.7,138.1,50,28.5,42,Partly Cloudy,0.3,Fitness,4.6,22,4,Meditate,Parks,10.0,0.0,46
160,76.6,139.8,64,29.7,78,Rainy,2.6,Fitness,4.8,6,6,Meditate,Libraries,15.0,0.0,5
76,33.3,65.4,55,29.7,52,Clear,2.5,Cafes,4.8,22,2,Meditate,Lakes,5.0,0.0,48
115,53.8,117.1,64,33.7,83,Thunderstorm,0.5,Fitness,4.3,13,3,Relax,Lakes,20.0,0.0,9
79,45.8,78.2,51,27.9,39,Cloudy,1.0,Lakes,4.9,10,5,Quiet Time,Meditation,5.0,3.4,85
119,70.8,126.8,38,26.6,57,Partly Cloudy,2.6,Libraries,4.3,12,5,Exercise,All,5.0,0.0,77
60,34.8,64.9,38,32.5,65,Thunderstorm,2.4,Meditation,3.9,19,5,Relax,Libraries,5.0,4.3,78
84,44.8,80.8,54,23.6,57,Thunderstorm,13.5,Cafes,4.2,16,5,Quiet Time,Lakes,8.0,0.0,66
137,58.0,122.8,40,27.7,44,Mist/Fog,5.6,Lakes,3.8,22,3,Meditate,All,8.0,4.1,46
34,15.2,27.9,30,29.0,42,Partly Cloudy,11.3,Meditation,4.5,19,7,Meditate,Libraries,15.0,0.0,99
158,77.8,138.8,47,23.7,50,Mist/Fog,3.2,Lakes,3.5,18,1,Study,Cafes,15.0,0.0,29
156,70.3,140.4,32,18.4,56,Cloudy,2.0,Libraries,4.3,12,7,Study,All,20.0,4.0,78
81,39.0,73.6,54,35.1,82,Rainy,5.6,Cafes,4.5,21,2,Relax,All,15.0,4.2,60
119,60.6,107.3,55,19.3,83,Mist/Fog,4.9,Fitness,4.8,15,5,Study,Lakes,8.0,3.2,38
49,26.4,55.2,46,31.9,38,Partly Cloudy,5.7,Lakes,4.9,17,7,Study,Libraries,10.0,0.0,71
97,43.6,95.2,32,31.5,36,Thunderstorm,0.7,Libraries,4.1,21,7,Meditate,Cafes,15.0,4.1,92
64,41.0,87.1,33,26.9,63,Thunderstorm,3.8,Meditation,4.3,9,5,Study,All,5.0,4.0,89
179,105.2,216.7,34,26.4,79,Cloudy,18.4,Libraries,4.5,8,2,Fresh Air,Meditation,8.0,0.0,19
151,88.3,191.5,58,28.3,35,Rainy,6.5,Cafes,3.5,16,4,Exercise,Libraries,5.0,4.7,38
54,29.4,53.3,42,20.7,73,Thunderstorm,1.1,Meditation,3.7,7,7,Exercise,Meditation,8.0,3.7,99
30,13.6,24.2,41,22.2,80,Cloudy,5.5,Parks,3.7,20,1,Study,Fitness,5.0,0.0,73
99,50.7,93.3,49,28.6,41,Rainy,12.5,Fitness,4.9,22,1,Quiet Time,Parks,20.0,3.4,42
96,62.3,115.2,31,32.4,52,Clear,1.3,Libraries,4.9,6,1,Quiet Time,Libraries,5.0,3.8,99
58,36.9,73.5,46,19.5,67,Mist/Fog,2.0,Cafes,3.5,14,6,Study,Fitness,15.0,0.0,80
160,71.1,114.2,51,30.5,73,Partly Cloudy,0.5,Cafes,4.8,15,3,Relax,Parks,8.0,0.0,41
155,69.0,146.8,35,18.5,45,Partly Cloudy,2.1,Lakes,4.9,14,5,Fresh Air,Parks,10.0,4.6,77
54,33.4,71.7,42,31.7,71,Rainy,1.0,Cafes,3.5,13,1,Relax,Cafes,5.0,0.0,92
166,84.7,179.1,40,23.6,58,Clear,8.5,Libraries,4.0,17,5,Exercise,Fitness,8.0,0.0,48
160,71.9,124.5,36,22.1,39,Partly Cloudy,0.6,Parks,3.9,9,2,Exercise,Cafes,15.0,3.4,73
117,63.7,135.7,40,23.9,53,Partly Cloudy,0.8,Libraries,4.6,18,6,Quiet Time,Libraries,5.0,3.4,95
57,26.2,48.2,34,26.7,52,Rainy,3.8,Lakes,4.1,12,4,Relax,Parks,20.0,0.0,74
116,56.2,123.5,45,32.5,59,Cloudy,3.1,Cafes,4.5,16,7,Quiet Time,Fitness,5.0,0.0,70
63,27.2,47.2,42,20.2,70,Clear,0.8,Parks,4.0,19,5,Study,Cafes,10.0,0.0,84
165,87.1,146.8,38,21.6,72,Clear,2.9,Meditation,4.3,22,5,Meditate,Cafes,8.0,4.1,65
119,58.7,97.4,30,33.5,46,Mist/Fog,9.6,Meditation,4.3,19,7,Meditate,Meditation,8.0,3.1,74
166,85.8,144.3,43,19.3,70,Clear,4.2,Libraries,4.9,8,1,Fresh Air,Cafes,8.0,0.0,44
149,89.7,194.7,38,29.6,54,Partly Cloudy,1.1,Lakes,3.6,14,2,Meditate,Cafes,10.0,0.0,42
107,60.8,125.0,45,27.4,61,Clear,5.5,Fitness,4.2,20,3,Meditate,Parks,20.0,0.0,49
23,14.8,31.8,33,35.1,37,Cloudy,6.7,Meditation,3.7,20,4,Quiet Time,Libraries,10.0,0.0,80
117,49.4,100.7,43,22.3,77,Cloudy,2.7,Libraries,4.1,9,7,Study,Parks,15.0,0.0,71
167,93.5,168.0,60,35.7,39,Cloudy,0.7,Fitness,3.9,21,2,Quiet Time,Lakes,15.0,0.0,18
128,69.3,136.1,65,24.9,65,Mist/Fog,3.4,Fitness,4.4,9,7,Exercise,Libraries,5.0,4.2,66
155,89.8,145.8,59,33.3,63,Rainy,2.9,Fitness,4.7,19,6,Fresh Air,Cafes,15.0,0.0,5
87,43.8,70.8,55,24.5,69,Cloudy,1.8,Fitness,3.9,7,3,Study,All,8.0,0.0,59
153,69.2,142.7,57,31.3,72,Cloudy,5.6,Fitness,4.8,8,3,Study,Fitness,8.0,4.1,42
168,71.0,130.9,53,21.4,54,Mist/Fog,1.4,Cafes,4.0,20,3,Study,All,15.0,0.0,47
46,28.9,58.4,44,27.7,54,Thunderstorm,4.5,Lakes,3.6,18,7,Study,All,8.0,4.4,49
174,105.0,223.9,32,35.5,51,Thunderstorm,1.2,Libraries,3.9,10,6,Relax,Fitness,5.0,0.0,40
177,81.7,141.8,45,20.6,49,Partly Cloudy,12.0,Parks,4.2,20,4,Exercise,Parks,20.0,0.0,73
45,28.2,51.7,38,32.5,48,Cloudy,1.9,Lakes,4.0,17,1,Fresh Air,Libraries,8.0,0.0,99
141,84.4,164.4,35,30.8,61,Thunderstorm,0.7,Lakes,3.8,17,6,Study,Fitness,20.0,0.0,31
22,12.2,23.2,41,18.4,57,Partly Cloudy,4.0,Lakes,4.2,10,1,Exercise,Lakes,10.0,0.0,99
62,36.1,73.2,42,31.8,41,Mist/Fog,2.1,Parks,4.0,15,3,Quiet Time,Lakes,15.0,4.6,77
20,11.0,22.3,33,31.9,38,Clear,0.5,Meditation,4.6,12,2,Quiet Time,Libraries,15.0,0.0,99
42,18.1,29.9,51,30.6,69,Thunderstorm,6.0,Lakes,4.5,10,7,Meditate,All,15.0,3.2,39
73,36.5,63.4,59,19.5,57,Mist/Fog,0.6,Cafes,3.5,7,5,Exercise,All,10.0,3.7,72
34,16.2,33.7,44,33.5,82,Cloudy,1.0,Lakes,4.2,12,3,Relax,Libraries,20.0,4.4,98
150,79.0,165.0,42,18.7,61,Thunderstorm,11.4,Lakes,4.7,15,3,Exercise,Meditation,5.0,4.4,23
114,62.8,138.1,42,34.7,62,Rainy,2.0,Meditation,4.9,8,3,Fresh Air,Parks,15.0,3.3,66
57,36.8,69.5,41,30.7,76,Mist/Fog,0.7,Libraries,3.6,16,5,Relax,Lakes,20.0,0.0,71
101,54.2,93.3,52,31.7,49,Rainy,3.7,Fitness,4.2,8,4,Fresh Air,Libraries,15.0,3.2,29
150,88.9,179.5,51,21.4,39,Clear,8.1,Cafes,4.3,16,6,Exercise,Fitness,20.0,3.1,48
95,50.8,106.4,54,31.3,61,Rainy,1.0,Cafes,4.5,7,2,Exercise,Parks,10.0,4.9,85
45,24.9,40.5,40,20.1,49,Mist/Fog,8.5,Parks,5.0,18,7,Quiet Time,Parks,10.0,4.8,99
68,31.4,62.8,42,30.2,70,Rainy,8.4,Libraries,3.8,14,4,Relax,Parks,10.0,0.0,65
151,70.0,112.4,54,30.5,57,Clear,4.1,Cafes,3.6,9,1,Meditate,Fitness,8.0,4.6,24
62,28.8,57.8,50,23.1,49,Rainy,7.1,Parks,3.7,9,4,Meditate,Libraries,10.0,0.0,34
64,33.1,55.1,31,21.3,73,Rainy,6.0,Meditation,4.2,17,4,Exercise,Parks,8.0,0.0,89
55,34.8,71.7,31,31.0,37,Partly Cloudy,0.4,Libraries,4.0,14,2,Fresh Air,Fitness,8.0,3.4,82
28,12.6,25.1,41,19.2,47,Rainy,2.9,Lakes,3.7,16,1,Study,Libraries,20.0,3.1,50
27,17.1,31.2,30,30.3,35,Clear,0.3,Meditation,4.7,9,7,Fresh Air,All,5.0,4.3,99
133,62.6,123.3,55,22.3,59,Mist/Fog,1.3,Fitness,4.2,10,4,Exercise,Libraries,15.0,0.0,75
87,50.7,110.4,48,33.9,53,Cloudy,0.4,Cafes,3.7,20,4,Meditate,Parks,10.0,0.0,42
131,59.2,109.1,42,31.2,57,Rainy,2.0,Libraries,4.0,18,2,Meditate,Fitness,10.0,0.0,68
123,78.4,159.7,48,34.2,62,Cloudy,5.4,Lakes,4.1,15,2,Meditate,Parks,15.0,3.9,31
35,21.8,43.5,42,21.2,57,Rainy,4.4,Meditation,4.4,11,3,Exercise,All,15.0,0.0,99
70,35.0,72.4,49,23.7,47,Rainy,5.0,Fitness,4.0,22,6,Fresh Air,Fitness,15.0,0.0,60
58,24.0,50.7,39,21.7,42,Cloudy,1.1,Parks,4.0,16,5,Relax,All,5.0,0.0,99
141,66.6,110.6,36,20.9,40,Partly Cloudy,8.7,Libraries,3.7,21,6,Exercise,Lakes,15.0,0.0,57
62,25.4,54.1,42,21.1,35,Rainy,4.4,Parks,4.9,11,4,Quiet Time,Parks,10.0,0.0,69
94,45.6,75.3,33,20.4,50,Partly Cloudy,2.1,Libraries,3.7,12,6,Quiet Time,Libraries,8.0,4.4,99
46,29.8,54.2,32,23.0,61,Thunderstorm,9.0,Meditation,4.0,11,1,Exercise,All,15.0,0.0,99
108,54.9,89.2,62,26.2,39,Mist/Fog,3.1,Fitness,4.8,6,6,Study,Lakes,8.0,0.0,42
54,30.7,62.0,33,33.4,74,Thunderstorm,2.1,Libraries,3.7,17,6,Exercise,Cafes,10.0,3.4,80
168,105.8,174.7,53,33.5,79,Cloudy,0.4,Cafes,4.7,9,2,Study,All,8.0,3.7,48
145,70.4,151.0,35,29.3,78,Thunderstorm,2.5,Parks,4.7,9,5,Relax,All,10.0,4.4,60
52,22.0,40.9,46,18.9,38,Partly Cloudy,1.7,Lakes,3.8,12,6,Quiet Time,All,20.0,0.0,91
126,77.5,144.6,51,21.2,44,Clear,0.8,Cafes,4.4,12,6,Quiet Time,Meditation,20.0,4.5,78
64,28.2,55.9,44,25.4,67,Thunderstorm,1.2,Lakes,4.7,13,5,Meditate,Fitness,10.0,4.8,59
35,20.4,40.2,48,30.1,79,Clear,2.4,Lakes,4.0,17,6,Relax,All,5.0,0.0,95
84,51.2,95.8,62,24.7,50,Rainy,2.7,Fitness,5.0,12,2,Relax,Libraries,20.0,0.0,36
170,104.0,227.1,35,26.1,42,Rainy,5.2,Libraries,4.9,10,7,Exercise,Lakes,15.0,5.0,73
97,49.3,103.1,65,28.7,44,Partly Cloudy,0.6,Fitness,4.2,14,3,Meditate,Cafes,15.0,4.0,38
47,24.7,46.0,41,35.4,37,Rainy,11.7,Meditation,4.9,21,5,Study,Parks,5.0,3.5,59
113,72.2,142.9,33,30.3,56,Cloudy,0.8,Libraries,4.3,16,6,Meditate,Cafes,8.0,4.4,88
108,54.5,94.0,33,34.4,80,Partly Cloudy,3.8,Libraries,4.7,16,5,Relax,All,15.0,0.0,66
175,104.2,202.5,65,28.7,46,Mist/Fog,6.3,Fitness,4.3,6,3,Meditate,Parks,15.0,0.0,5
40,25.0,54.2,39,26.1,73,Clear,5.8,Meditation,4.6,17,7,Study,All,10.0,0.0,89
132,63.6,133.2,35,32.1,82,Partly Cloudy,2.6,Libraries,4.4,12,7,Meditate,Parks,10.0,0.0,71
145,65.1,135.4,32,25.6,75,Rainy,0.3,Meditation,3.8,15,1,Relax,Lakes,10.0,4.3,70
110,69.0,116.5,38,20.8,57,Thunderstorm,1.6,Libraries,4.2,12,6,Relax,Lakes,10.0,0.0,73
56,27.0,50.9,44,24.8,36,Mist/Fog,2.3,Cafes,4.1,16,5,Relax,All,10.0,0.0,81
54,22.1,42.1,47,20.4,38,Mist/Fog,0.5,Parks,3.7,11,6,Quiet Time,Lakes,8.0,4.5,85
59,29.5,48.3,34,30.5,62,Rainy,0.6,Libraries,4.2,9,7,Study,Fitness,8.0,0.0,99
57,32.5,52.5,53,22.1,37,Mist/Fog,1.2,Cafes,4.9,10,5,Meditate,Parks,8.0,3.8,67
52,26.2,43.0,31,21.8,64,Clear,0.3,Meditation,4.4,17,5,Study,Cafes,5.0,0.0,87
20,11.1,21.9,38,27.2,42,Cloudy,1.1,Lakes,3.9,12,3,Exercise,Parks,20.0,0.0,95
128,72.0,137.3,34,20.0,54,Partly Cloudy,0.7,Libraries,3.8,15,7,Relax,Cafes,8.0,0.0,64
40,22.5,39.1,50,21.9,36,Cloudy,0.3,Lakes,4.8,12,4,Fresh Air,Fitness,8.0,0.0,99
71,37.1,71.8,32,33.4,47,Mist/Fog,3.7,Libraries,4.8,7,7,Fresh Air,Fitness,5.0,3.5,73
45,19.8,32.3,37,35.5,72,Partly Cloudy,1.9,Parks,4.1,6,3,Study,Cafes,10.0,0.0,74
168,72.3,143.3,59,33.8,81,Clear,1.0,Cafes,3.6,13,4,Exercise,Fitness,5.0,0.0,26
21,11.4,18.7,39,19.2,68,Partly Cloudy,0.4,Meditation,4.1,20,4,Quiet Time,Libraries,15.0,3.0,90
143,64.4,113.4,54,22.2,57,Partly Cloudy,0.3,Cafes,4.8,19,5,Quiet Time,Lakes,5.0,0.0,65
160,65.9,119.8,37,32.8,62,Rainy,1.9,Libraries,4.6,10,3,Meditate,Meditation,10.0,0.0,68
177,104.8,177.0,38,30.2,55,Rainy,11.7,Libraries,4.4,10,3,Study,Cafes,5.0,0.0,40
147,90.5,153.7,45,34.5,84,Thunderstorm,0.8,Fitness,4.3,11,7,Exercise,Cafes,10.0,0.0,45
38,16.3,31.0,34,28.4,47,Clear,3.1,Lakes,4.6,16,4,Quiet Time,Cafes,8.0,4.5,99
118,71.4,123.6,48,30.4,84,Rainy,1.2,Cafes,3.7,12,6,Fresh Air,Cafes,15.0,4.6,76
81,40.6,85.1,43,35.1,44,Clear,0.4,Lakes,3.7,11,7,Relax,Meditation,10.0,0.0,80
25,15.9,31.8,34,23.4,54,Thunderstorm,1.1,Parks,4.4,21,6,Relax,Lakes,15.0,0.0,94
31,16.1,33.5,47,25.6,64,Clear,7.7,Parks,5.0,18,1,Exercise,Lakes,15.0,0.0,99
23,13.4,27.2,50,24.8,51,Rainy,3.5,Parks,3.6,15,5,Exercise,Lakes,15.0,0.0,82
138,75.7,151.8,28,26.0,60,Thunderstorm,2.5,Libraries,4.1,7,3,Relax,All,20.0,0.0,68
72,36.9,77.9,45,24.0,40,Thunderstorm,0.9,Fitness,3.8,21,2,Fresh Air,Cafes,5.0,4.6,61
73,35.4,71.1,41,30.8,75,Partly Cloudy,10.7,Libraries,3.7,10,2,Relax,Lakes,5.0,0.0,44
36,20.7,33.4,36,24.6,62,Mist/Fog,2.2,Meditation,3.9,19,1,Fresh Air,All,5.0,3.5,92
167,103.4,172.9,30,21.4,44,Thunderstorm,4.1,Libraries,4.1,14,4,Fresh Air,Parks,20.0,4.6,62
21,9.5,16.9,47,18.2,37,Rainy,5.7,Lakes,4.3,14,5,Fresh Air,Cafes,5.0,0.0,74
112,50.8,101.5,50,19.8,54,Partly Cloudy,3.8,Cafes,4.8,8,2,Meditate,Fitness,20.0,0.0,48
112,72.5,119.2,30,31.6,76,Mist/Fog,1.9,Meditation,4.7,19,1,Meditate,Fitness,8.0,0.0,88
137,86.7,159.0,37,31.5,41,Partly Cloudy,3.6,Libraries,4.8,11,2,Relax,Parks,20.0,0.0,57
59,32.4,60.0,52,34.0,42,Mist/Fog,3.9,Cafes,3.9,14,4,Exercise,Fitness,10.0,0.0,65
161,83.3,157.7,40,28.6,63,Mist/Fog,4.3,Meditation,4.5,10,4,Fresh Air,Lakes,20.0,4.4,51
130,54.0,106.8,58,28.7,46,Cloudy,9.5,Cafes,4.9,12,3,Fresh Air,Libraries,10.0,0.0,41
84,42.5,84.8,62,32.4,69,Partly Cloudy,1.0,Fitness,4.6,16,2,Exercise,Lakes,10.0,0.0,84
52,24.6,43.0,37,32.9,44,Mist/Fog,3.9,Meditation,4.1,18,4,Fresh Air,Parks,15.0,0.0,79
128,59.3,129.3,56,18.1,44,Rainy,9.8,Cafes,4.2,14,5,Meditate,Lakes,15.0,0.0,29
131,68.4,113.9,41,20.2,44,Cloudy,1.9,Lakes,3.6,8,3,Study,All,5.0,4.1,61
76,47.3,91.8,45,35.6,70,Cloudy,1.5,Fitness,3.8,14,5,Quiet Time,Cafes,8.0,3.5,62
29,17.4,36.5,37,18.3,43,Thunderstorm,3.3,Parks,5.0,14,7,Fresh Air,Libraries,20.0,0.0,92
60,37.8,66.8,34,23.6,63,Mist/Fog,3.5,Lakes,4.2,13,1,Meditate,Cafes,15.0,0.0,78
107,62.6,114.6,37,18.4,73,Rainy,1.1,Libraries,4.2,22,3,Quiet Time,Cafes,15.0,4.0,87
23,14.0,28.1,30,21.7,50,Rainy,2.1,Meditation,4.6,13,4,Meditate,Lakes,8.0,0.0,99
171,78.8,159.1,35,25.0,52,Clear,2.0,Libraries,4.2,20,4,Relax,Meditation,15.0,3.5,50
71,43.6,86.6,52,33.2,83,Partly Cloudy,1.9,Cafes,3.6,11,1,Exercise,Parks,8.0,0.0,65
61,31.3,55.6,41,33.7,44,Cloudy,2.1,Meditation,4.3,13,7,Relax,Lakes,8.0,3.1,61
121,76.9,164.3,50,28.8,38,Partly Cloudy,5.5,Fitness,4.7,11,5,Meditate,Lakes,10.0,3.9,39
69,43.7,76.4,42,31.8,60,Partly Cloudy,0.4,Cafes,4.8,18,2,Quiet Time,Parks,20.0,3.9,97
110,56.5,114.5,39,29.5,72,Partly Cloudy,0.5,Meditation,3.7,15,4,Study,Libraries,15.0,0.0,56
101,54.1,99.7,36,35.0,52,Mist/Fog,3.6,Libraries,4.6,22,4,Quiet Time,Fitness,15.0,4.7,84
65,40.7,74.5,39,23.7,44,Clear,0.4,Parks,4.7,10,4,Fresh Air,Lakes,15.0,0.0,99
153,76.4,128.8,65,22.6,54,Rainy,4.7,Fitness,4.8,20,2,Meditate,Meditation,10.0,0.0,5
98,47.8,102.6,65,19.4,49,Rainy,6.3,Fitness,4.2,21,1,Relax,Lakes,20.0,3.4,16
68,39.3,69.2,28,29.4,53,Partly Cloudy,2.4,Meditation,4.7,20,3,Meditate,All,10.0,0.0,99
148,75.2,143.5,38,31.1,63,Thunderstorm,0.5,Meditation,4.9,18,3,Fresh Air,All,8.0,0.0,67
132,57.6,118.5,31,24.9,54,Thunderstorm,0.4,Libraries,3.5,10,2,Quiet Time,Meditation,10.0,0.0,82
64,29.0,63.6,36,22.8,59,Clear,0.5,Lakes,4.9,11,6,Exercise,Libraries,15.0,0.0,99
94,54.7,99.7,42,28.4,62,Cloudy,8.4,Parks,4.4,16,5,Quiet Time,Cafes,10.0,4.4,69
166,75.8,122.3,50,34.9,50,Cloudy,12.9,Cafes,3.6,15,7,Fresh Air,Fitness,15.0,0.0,18
55,34.1,59.6,50,30.6,60,Clear,2.2,Parks,4.1,16,3,Meditate,Libraries,15.0,3.3,56
56,24.6,46.3,34,20.1,46,Cloudy,7.7,Parks,4.9,18,5,Study,All,15.0,3.9,91
27,11.9,21.4,40,19.8,39,Clear,5.0,Lakes,4.3,21,1,Study,Parks,8.0,0.0,86
21,9.9,20.9,46,24.4,63,Mist/Fog,0.4,Lakes,4.0,7,5,Relax,All,10.0,3.1,99
37,24.0,39.9,44,33.1,38,Thunderstorm,3.6,Parks,3.6,14,2,Meditate,Fitness,8.0,0.0,33
37,17.9,30.4,35,24.5,60,Rainy,1.5,Meditation,4.1,13,7,Meditate,Meditation,15.0,0.0,99
77,39.7,80.3,42,28.6,40,Clear,0.7,Cafes,3.7,8,3,Quiet Time,Lakes,15.0,0.0,83
103,65.1,130.3,60,28.6,81,Mist/Fog,1.1,Fitness,4.5,17,2,Exercise,Cafes,15.0,3.7,78
82,36.6,69.5,45,32.1,78,Rainy,2.4,Parks,4.6,19,6,Relax,Fitness,10.0,4.8,66
41,26.5,44.8,49,27.2,59,Partly Cloudy,1.4,Parks,4.6,19,1,Meditate,Lakes,8.0,0.0,68
94,52.0,93.7,47,21.6,42,Thunderstorm,4.3,Fitness,3.9,18,5,Study,Meditation,20.0,0.0,33
55,35.3,69.0,32,18.8,51,Rainy,2.1,Libraries,4.2,19,4,Quiet Time,Fitness,5.0,0.0,96
158,72.0,126.6,42,32.7,68,Clear,3.3,Meditation,3.9,22,2,Fresh Air,Parks,15.0,4.9,48
154,72.1,150.6,36,18.3,78,Rainy,4.9,Libraries,4.7,7,4,Relax,All,10.0,0.0,57
55,33.8,72.9,41,23.9,62,Mist/Fog,1.1,Lakes,3.6,13,4,Fresh Air,Meditation,15.0,3.3,97
83,36.6,67.9,61,19.8,81,Cloudy,1.6,Fitness,4.5,8,1,Study,Meditation,20.0,0.0,46
54,31.8,56.0,37,24.1,60,Rainy,6.6,Parks,4.2,9,4,Relax,Parks,20.0,0.0,86
28,17.8,36.2,50,32.5,74,Thunderstorm,0.6,Parks,3.7,16,2,Study,Parks,5.0,0.0,60
112,70.7,139.9,45,32.3,56,Rainy,6.1,Fitness,3.8,12,5,Fresh Air,Parks,15.0,0.0,32
171,101.8,196.9,42,29.6,44,Cloudy,0.5,Parks,3.8,17,1,Quiet Time,Parks,15.0,0.0,49
104,63.4,138.3,57,20.4,39,Clear,2.9,Cafes,4.4,21,4,Quiet Time,Lakes,5.0,0.0,65
57,27.3,48.8,48,18.7,40,Cloudy,10.1,Parks,4.5,18,2,Fresh Air,Fitness,8.0,4.7,89
33,15.7,25.3,51,21.3,39,Cloudy,0.8,Parks,4.4,9,3,Fresh Air,Lakes,20.0,4.9,99
56,25.6,45.2,49,31.6,80,Thunderstorm,0.6,Parks,4.9,15,5,Meditate,Libraries,20.0,0.0,43
90,55.8,92.4,39,18.9,38,Mist/Fog,10.7,Parks,3.5,21,1,Exercise,Fitness,20.0,0.0,81
172,107.3,187.6,48,29.7,63,Partly Cloudy,7.4,Cafes,4.2,10,2,Meditate,Libraries,5.0,0.0,14
178,71.4,136.6,51,32.0,44,Mist/Fog,3.1,Fitness,4.1,18,2,Fresh Air,Parks,5.0,0.0,26
31,19.0,31.8,34,28.9,35,Mist/Fog,0.7,Meditation,3.8,14,6,Exercise,Libraries,20.0,3.4,95
